uniquecode,Cruise,Year,Month,Ship_Code,St_Line,St_Station,Sml_PVolC3
5404 HO 85 45,195404,1954,4,HO,85,45,71
5404 HO 85 50,195404,1954,4,HO,85,50,144
5404 HO 85 55,195404,1954,4,HO,85,55,54
5404 HO 85 60,195404,1954,4,HO,85,60,196
5404 HO 86.7 35,195404,1954,4,HO,86.7,35,339
5404 HO 86.7 40,195404,1954,4,HO,86.7,40,81
5404 HO 86.7 45,195404,1954,4,HO,86.7,45,254
5404 HO 86.7 50,195404,1954,4,HO,86.7,50,152
5404 HO 86.7 55,195404,1954,4,HO,86.7,55,217
5404 HO 86.7 60,195404,1954,4,HO,86.7,60,334
5404 HO 86.7 70,195404,1954,4,HO,86.7,70,195
5404 HO 86.7 80,195404,1954,4,HO,86.7,80,109
5404 HO 86.7 90,195404,1954,4,HO,86.7,90,27
5404 HO 90 28,195404,1954,4,HO,90,28,224
5404 HO 90 30,195404,1954,4,HO,90,30,512
5404 HO 90 37,195404,1954,4,HO,90,37,75
5404 HO 90 45,195404,1954,4,HO,90,45,77
5404 HO 90 55,195404,1954,4,HO,90,55,158
5404 HO 90 60,195404,1954,4,HO,90,60,139
5404 HO 90 70,195404,1954,4,HO,90,70,138
5404 HO 90 80,195404,1954,4,HO,90,80,65
5404 HO 90 90,195404,1954,4,HO,90,90,90
5405 CR 76.7 55,195405,1954,5,CR,76.7,55,255
5405 CR 76.7 65,195405,1954,5,CR,76.7,65,410
5405 CR 80 51,195405,1954,5,CR,80,51,273
5405 CR 80 55,195405,1954,5,CR,80,55,105
5405 CR 80 60,195405,1954,5,CR,80,60,698
5405 CR 80 70,195405,1954,5,CR,80,70,361
5405 CR 80 80,195405,1954,5,CR,80,80,91
5405 CR 80 90,195405,1954,5,CR,80,90,119
5405 CR 81.8 47,195405,1954,5,CR,81.8,47,381
5405 CR 83.3 40,195405,1954,5,CR,83.3,40,718
5405 CR 83.3 43,195405,1954,5,CR,83.3,43,1772
5405 CR 83.3 48,195405,1954,5,CR,83.3,48,696
5405 CR 83.3 51,195405,1954,5,CR,83.3,51,284
5405 CR 83.3 55,195405,1954,5,CR,83.3,55,553
5405 CR 83.3 60,195405,1954,5,CR,83.3,60,787
5405 CR 83.3 70,195405,1954,5,CR,83.3,70,26
5405 CR 83.3 80,195405,1954,5,CR,83.3,80,166
5405 CR 83.3 90,195405,1954,5,CR,83.3,90,56
5405 CR 85 39,195405,1954,5,CR,85,39,153
5405 CR 85 40,195405,1954,5,CR,85,40,532
5405 CR 85 45,195405,1954,5,CR,85,45,359
5405 CR 85 50,195405,1954,5,CR,85,50,463
5405 CR 85 55,195405,1954,5,CR,85,55,292
5405 CR 85 60,195405,1954,5,CR,85,60,328
5405 CR 86.7 35,195405,1954,5,CR,86.7,35,259
5405 CR 86.7 40,195405,1954,5,CR,86.7,40,220
5405 CR 86.7 45,195405,1954,5,CR,86.7,45,616
5405 CR 86.7 50,195405,1954,5,CR,86.7,50,272
5405 CR 86.7 55,195405,1954,5,CR,86.7,55,253
5405 CR 86.7 60,195405,1954,5,CR,86.7,60,535
5405 CR 86.7 70,195405,1954,5,CR,86.7,70,106
5405 CR 86.7 80,195405,1954,5,CR,86.7,80,63
5405 CR 86.7 90,195405,1954,5,CR,86.7,90,96
5405 CR 90 28,195405,1954,5,CR,90,28,104
5405 CR 90 30,195405,1954,5,CR,90,30,166
5405 CR 90 33.5,195405,1954,5,CR,90,33.5,113
5405 CR 90 37,195405,1954,5,CR,90,37,243
5405 CR 90 41,195405,1954,5,CR,90,41,429
5405 CR 90 45,195405,1954,5,CR,90,45,354
5405 CR 90 50,195405,1954,5,CR,90,50,112
5405 CR 90 55,195405,1954,5,CR,90,55,88
5405 CR 90 60,195405,1954,5,CR,90,60,295
5405 CR 90 70,195405,1954,5,CR,90,70,73
5405 CR 90 80,195405,1954,5,CR,90,80,74
5405 CR 90 90,195405,1954,5,CR,90,90,60
5405 CR 93.3 27,195405,1954,5,CR,93.3,27,103
5405 CR 93.3 30,195405,1954,5,CR,93.3,30,26
5405 CR 93.3 35,195405,1954,5,CR,93.3,35,69
5405 CR 93.3 40,195405,1954,5,CR,93.3,40,158
5405 CR 93.3 45,195405,1954,5,CR,93.3,45,67
5405 CR 93.3 50,195405,1954,5,CR,93.3,50,237
5405 CR 93.3 55,195405,1954,5,CR,93.3,55,188
5405 CR 93.3 60,195405,1954,5,CR,93.3,60,87
5405 CR 93.3 70,195405,1954,5,CR,93.3,70,65
5405 CR 93.3 80,195405,1954,5,CR,93.3,80,57
5405 CR 93.3 90,195405,1954,5,CR,93.3,90,29
5503 BD 80 51,195503,1955,3,BD,80,51,85
5503 BD 80 55,195503,1955,3,BD,80,55,657
5503 BD 80 60,195503,1955,3,BD,80,60,147
5503 BD 80 70,195503,1955,3,BD,80,70,342
5503 BD 80 80,195503,1955,3,BD,80,80,132
5503 BD 83.3 40,195503,1955,3,BD,83.3,40,95
5503 BD 83.3 43,195503,1955,3,BD,83.3,43,64
5503 BD 83.3 51,195503,1955,3,BD,83.3,51,117
5503 BD 83.3 60,195503,1955,3,BD,83.3,60,190
5503 BD 86.7 35,195503,1955,3,BD,86.7,35,66
5503 BD 86.7 40,195503,1955,3,BD,86.7,40,147
5503 BD 86.7 50,195503,1955,3,BD,86.7,50,56
5503 BD 90 28,195503,1955,3,BD,90,28,141
5503 BD 90 30,195503,1955,3,BD,90,30,101
5503 BD 90 37,195503,1955,3,BD,90,37,67
5503 BD 90 45,195503,1955,3,BD,90,45,86
5503 BD 90 50,195503,1955,3,BD,90,50,118
5503 BD 90 60,195503,1955,3,BD,90,60,294
5503 BD 90 70,195503,1955,3,BD,90,70,311
5503 BD 90 80,195503,1955,3,BD,90,80,91
5503 BD 90 90,195503,1955,3,BD,90,90,317
5503 BD 93.3 27,195503,1955,3,BD,93.3,27,161
5503 BD 93.3 30,195503,1955,3,BD,93.3,30,114
5503 BD 93.3 40,195503,1955,3,BD,93.3,40,70
5503 BD 93.3 50,195503,1955,3,BD,93.3,50,157
5503 BD 93.3 60,195503,1955,3,BD,93.3,60,173
5503 BD 93.3 70,195503,1955,3,BD,93.3,70,116
5504 CR 80 51,195504,1955,4,CR,80,51,529
5504 CR 80 55,195504,1955,4,CR,80,55,287
5504 CR 80 60,195504,1955,4,CR,80,60,366
5504 CR 80 70,195504,1955,4,CR,80,70,562
5504 CR 80 80,195504,1955,4,CR,80,80,301
5504 CR 80 90,195504,1955,4,CR,80,90,286
5504 CR 83.3 43,195504,1955,4,CR,83.3,43,188
5504 CR 83.3 51,195504,1955,4,CR,83.3,51,599
5504 CR 83.3 60,195504,1955,4,CR,83.3,60,651
5504 CR 83.3 70,195504,1955,4,CR,83.3,70,167
5504 CR 83.3 80,195504,1955,4,CR,83.3,80,194
5504 CR 83.3 90,195504,1955,4,CR,83.3,90,282
5504 CR 86.7 35,195504,1955,4,CR,86.7,35,147
5504 CR 86.7 40,195504,1955,4,CR,86.7,40,250
5504 CR 86.7 50,195504,1955,4,CR,86.7,50,516
5504 CR 86.7 60,195504,1955,4,CR,86.7,60,168
5504 CR 86.7 70,195504,1955,4,CR,86.7,70,272
5504 CR 86.7 80,195504,1955,4,CR,86.7,80,208
5504 CR 86.7 90,195504,1955,4,CR,86.7,90,223
5504 CR 90 30,195504,1955,4,CR,90,30,62
5504 CR 90 37,195504,1955,4,CR,90,37,208
5504 CR 90 45,195504,1955,4,CR,90,45,99
5504 CR 90 50,195504,1955,4,CR,90,50,104
5504 CR 90 60,195504,1955,4,CR,90,60,167
5504 CR 90 70,195504,1955,4,CR,90,70,134
5504 CR 90 80,195504,1955,4,CR,90,80,231
5504 CR 90 90,195504,1955,4,CR,90,90,276
5504 CR 93.3 27,195504,1955,4,CR,93.3,27,69
5504 CR 93.3 30,195504,1955,4,CR,93.3,30,125
5504 CR 93.3 40,195504,1955,4,CR,93.3,40,135
5504 CR 93.3 50,195504,1955,4,CR,93.3,50,122
5504 CR 93.3 60,195504,1955,4,CR,93.3,60,163
5504 CR 93.3 70,195504,1955,4,CR,93.3,70,218
5504 CR 93.3 80,195504,1955,4,CR,93.3,80,255
5504 CR 93.3 90,195504,1955,4,CR,93.3,90,251
5505 BD 76.7 50,195505,1955,5,BD,76.7,50,442
5505 BD 76.7 55,195505,1955,5,BD,76.7,55,516
5505 BD 76.7 65,195505,1955,5,BD,76.7,65,902
5505 BD 76.7 70,195505,1955,5,BD,76.7,70,1110
5505 BD 76.7 80,195505,1955,5,BD,76.7,80,1984
5505 BD 76.7 90,195505,1955,5,BD,76.7,90,890
5505 BD 80 51,195505,1955,5,BD,80,51,198
5505 BD 80 55,195505,1955,5,BD,80,55,117
5505 BD 80 60,195505,1955,5,BD,80,60,339
5505 BD 80 70,195505,1955,5,BD,80,70,534
5505 BD 80 80,195505,1955,5,BD,80,80,379
5505 BD 80 90,195505,1955,5,BD,80,90,323
5505 BD 83.3 40,195505,1955,5,BD,83.3,40,46
5505 BD 83.3 43,195505,1955,5,BD,83.3,43,358
5505 BD 83.3 51,195505,1955,5,BD,83.3,51,122
5505 BD 83.3 60,195505,1955,5,BD,83.3,60,222
5505 BD 86.7 35,195505,1955,5,BD,86.7,35,340
5505 BD 86.7 40,195505,1955,5,BD,86.7,40,183
5505 BD 86.7 45,195505,1955,5,BD,86.7,45,179
5505 BD 86.7 50,195505,1955,5,BD,86.7,50,305
5505 BD 86.7 55,195505,1955,5,BD,86.7,55,173
5505 BD 86.7 60,195505,1955,5,BD,86.7,60,432
5505 BD 90 28,195505,1955,5,BD,90,28,191
5505 BD 90 30,195505,1955,5,BD,90,30,155
5505 BD 90 37,195505,1955,5,BD,90,37,101
5505 BD 90 45,195505,1955,5,BD,90,45,183
5505 BD 90 50,195505,1955,5,BD,90,50,217
5505 BD 90 55,195505,1955,5,BD,90,55,338
5505 BD 90 60,195505,1955,5,BD,90,60,217
5505 BD 90 65,195505,1955,5,BD,90,65,817
5505 BD 90 70,195505,1955,5,BD,90,70,403
5505 BD 90 75,195505,1955,5,BD,90,75,329
5505 BD 90 80,195505,1955,5,BD,90,80,100
5505 BD 90 85,195505,1955,5,BD,90,85,122
5505 BD 90 90,195505,1955,5,BD,90,90,62
5505 BD 93.3 27,195505,1955,5,BD,93.3,27,66
5505 BD 93.3 30,195505,1955,5,BD,93.3,30,323
5505 BD 93.3 35,195505,1955,5,BD,93.3,35,42
5505 BD 93.3 40,195505,1955,5,BD,93.3,40,102
5505 BD 93.3 45,195505,1955,5,BD,93.3,45,141
5505 BD 93.3 50,195505,1955,5,BD,93.3,50,123
5505 BD 93.3 55,195505,1955,5,BD,93.3,55,166
5505 BD 93.3 60,195505,1955,5,BD,93.3,60,82
5505 BD 93.3 65,195505,1955,5,BD,93.3,65,68
5505 BD 93.3 70,195505,1955,5,BD,93.3,70,74
5505 BD 93.3 75,195505,1955,5,BD,93.3,75,203
5505 BD 93.3 80,195505,1955,5,BD,93.3,80,2989
5505 BD 93.3 85,195505,1955,5,BD,93.3,85,584
5505 BD 93.3 90,195505,1955,5,BD,93.3,90,296
5505 BD 93.3 95,195505,1955,5,BD,93.3,95,70
5603 BD 80 55,195603,1956,3,BD,80,55,285
5603 BD 80 60,195603,1956,3,BD,80,60,207
5603 BD 80 70,195603,1956,3,BD,80,70,187
5603 BD 80 80,195603,1956,3,BD,80,80,153
5603 BD 80 90,195603,1956,3,BD,80,90,133
5603 BD 81.8 47,195603,1956,3,BD,81.8,47,78
5603 BD 83.3 40,195603,1956,3,BD,83.3,40,163
5603 BD 83.3 43,195603,1956,3,BD,83.3,43,81
5603 BD 83.3 51,195603,1956,3,BD,83.3,51,348
5603 BD 83.3 60,195603,1956,3,BD,83.3,60,372
5603 BD 83.3 70,195603,1956,3,BD,83.3,70,85
5603 BD 83.3 80,195603,1956,3,BD,83.3,80,116
5603 BD 83.3 90,195603,1956,3,BD,83.3,90,151
5603 BD 86.7 36,195603,1956,3,BD,86.7,36,111
5603 BD 86.7 40,195603,1956,3,BD,86.7,40,78
5603 BD 86.7 50,195603,1956,3,BD,86.7,50,223
5603 BD 86.7 60,195603,1956,3,BD,86.7,60,133
5603 BD 86.7 70,195603,1956,3,BD,86.7,70,174
5603 BD 86.7 80,195603,1956,3,BD,86.7,80,231
5603 BD 86.7 90,195603,1956,3,BD,86.7,90,84
5603 BD 90 28,195603,1956,3,BD,90,28,231
5603 BD 90 30,195603,1956,3,BD,90,30,115
5603 BD 90 37,195603,1956,3,BD,90,37,118
5603 BD 90 45,195603,1956,3,BD,90,45,241
5603 BD 90 55,195603,1956,3,BD,90,55,304
5603 BD 90 60,195603,1956,3,BD,90,60,549
5603 BD 90 70,195603,1956,3,BD,90,70,91
5603 BD 90 80,195603,1956,3,BD,90,80,109
5603 BD 90 90,195603,1956,3,BD,90,90,154
5603 BD 93.3 27,195603,1956,3,BD,93.3,27,120
5603 BD 93.3 30,195603,1956,3,BD,93.3,30,146
5603 BD 93.3 40,195603,1956,3,BD,93.3,40,113
5603 BD 93.3 50,195603,1956,3,BD,93.3,50,390
5603 BD 93.3 60,195603,1956,3,BD,93.3,60,305
5603 BD 93.3 70,195603,1956,3,BD,93.3,70,129
5603 BD 93.3 80,195603,1956,3,BD,93.3,80,201
5603 BD 93.3 90,195603,1956,3,BD,93.3,90,116
5604 ST 76.7 50,195604,1956,4,ST,76.7,50,664
5604 ST 76.7 55,195604,1956,4,ST,76.7,55,339
5604 ST 76.7 65,195604,1956,4,ST,76.7,65,282
5604 ST 80 51,195604,1956,4,ST,80,51,61
5604 ST 80 55,195604,1956,4,ST,80,55,113
5604 ST 80 60,195604,1956,4,ST,80,60,403
5604 ST 80 70,195604,1956,4,ST,80,70,477
5604 ST 80 80,195604,1956,4,ST,80,80,272
5604 ST 80 90,195604,1956,4,ST,80,90,467
5604 ST 81.8 47,195604,1956,4,ST,81.8,47,325
5604 ST 83.3 40,195604,1956,4,ST,83.3,40,392
5604 ST 83.3 43,195604,1956,4,ST,83.3,43,331
5604 ST 83.3 51,195604,1956,4,ST,83.3,51,141
5604 ST 83.3 55,195604,1956,4,ST,83.3,55,106
5604 ST 83.3 60,195604,1956,4,ST,83.3,60,328
5604 ST 83.3 70,195604,1956,4,ST,83.3,70,186
5604 ST 83.3 80,195604,1956,4,ST,83.3,80,109
5604 ST 83.3 90,195604,1956,4,ST,83.3,90,174
5604 ST 86.7 36,195604,1956,4,ST,86.7,36,155
5604 ST 86.7 40,195604,1956,4,ST,86.7,40,449
5604 ST 86.7 50,195604,1956,4,ST,86.7,50,195
5604 ST 86.7 60,195604,1956,4,ST,86.7,60,287
5604 ST 86.7 70,195604,1956,4,ST,86.7,70,255
5604 ST 86.7 80,195604,1956,4,ST,86.7,80,179
5604 ST 86.7 90,195604,1956,4,ST,86.7,90,166
5604 ST 90 28,195604,1956,4,ST,90,28,232
5604 ST 90 30,195604,1956,4,ST,90,30,352
5604 ST 90 37,195604,1956,4,ST,90,37,160
5604 ST 90 45,195604,1956,4,ST,90,45,274
5604 ST 90 55,195604,1956,4,ST,90,55,584
5604 ST 90 60,195604,1956,4,ST,90,60,258
5604 ST 90 70,195604,1956,4,ST,90,70,287
5604 ST 90 80,195604,1956,4,ST,90,80,148
5604 ST 90 90,195604,1956,4,ST,90,90,164
5604 ST 93.3 27,195604,1956,4,ST,93.3,27,295
5604 ST 93.3 30,195604,1956,4,ST,93.3,30,140
5604 ST 93.3 40,195604,1956,4,ST,93.3,40,165
5604 ST 93.3 50,195604,1956,4,ST,93.3,50,247
5604 ST 93.3 60,195604,1956,4,ST,93.3,60,159
5604 ST 93.3 70,195604,1956,4,ST,93.3,70,141
5604 ST 93.3 80,195604,1956,4,ST,93.3,80,277
5604 ST 93.3 90,195604,1956,4,ST,93.3,90,344
5605 BD 80 51,195605,1956,5,BD,80,51,144
5605 BD 80 55,195605,1956,5,BD,80,55,1062
5605 BD 80 60,195605,1956,5,BD,80,60,112
5605 BD 80 70,195605,1956,5,BD,80,70,135
5605 BD 80 80,195605,1956,5,BD,80,80,1084
5605 BD 80 90,195605,1956,5,BD,80,90,186
5605 BD 81.8 47,195605,1956,5,BD,81.8,47,211
5605 BD 83.3 40,195605,1956,5,BD,83.3,40,234
5605 BD 83.3 43,195605,1956,5,BD,83.3,43,247
5605 BD 83.3 51,195605,1956,5,BD,83.3,51,173
5605 BD 83.3 55,195605,1956,5,BD,83.3,55,190
5605 BD 83.3 60,195605,1956,5,BD,83.3,60,349
5605 BD 83.3 70,195605,1956,5,BD,83.3,70,166
5605 BD 83.3 80,195605,1956,5,BD,83.3,80,528
5605 BD 83.3 90,195605,1956,5,BD,83.3,90,402
5605 BD 86.7 36,195605,1956,5,BD,86.7,36,150
5605 BD 86.7 40,195605,1956,5,BD,86.7,40,224
5605 BD 86.7 45,195605,1956,5,BD,86.7,45,115
5605 BD 86.7 50,195605,1956,5,BD,86.7,50,292
5605 BD 86.7 55,195605,1956,5,BD,86.7,55,832
5605 BD 86.7 60,195605,1956,5,BD,86.7,60,86
5605 BD 86.7 65,195605,1956,5,BD,86.7,65,318
5605 BD 86.7 70,195605,1956,5,BD,86.7,70,329
5605 BD 86.7 75,195605,1956,5,BD,86.7,75,186
5605 BD 86.7 80,195605,1956,5,BD,86.7,80,307
5605 BD 86.7 90,195605,1956,5,BD,86.7,90,148
5605 BD 90 100,195605,1956,5,BD,90,100,582
5605 BD 90 28,195605,1956,5,BD,90,28,88
5605 BD 90 30,195605,1956,5,BD,90,30,208
5605 BD 90 37,195605,1956,5,BD,90,37,189
5605 BD 90 45,195605,1956,5,BD,90,45,1539
5605 BD 90 50,195605,1956,5,BD,90,50,311
5605 BD 90 55,195605,1956,5,BD,90,55,668
5605 BD 90 60,195605,1956,5,BD,90,60,238
5605 BD 90 65,195605,1956,5,BD,90,65,122
5605 BD 90 70,195605,1956,5,BD,90,70,384
5605 BD 90 75,195605,1956,5,BD,90,75,183
5605 BD 90 80,195605,1956,5,BD,90,80,147
5605 BD 90 85,195605,1956,5,BD,90,85,274
5605 BD 90 90,195605,1956,5,BD,90,90,219
5605 BD 90 95,195605,1956,5,BD,90,95,223
5605 BD 93.3 100,195605,1956,5,BD,93.3,100,165
5605 BD 93.3 27,195605,1956,5,BD,93.3,27,786
5605 BD 93.3 30,195605,1956,5,BD,93.3,30,231
5605 BD 93.3 35,195605,1956,5,BD,93.3,35,308
5605 BD 93.3 40,195605,1956,5,BD,93.3,40,381
5605 BD 93.3 45,195605,1956,5,BD,93.3,45,179
5605 BD 93.3 50,195605,1956,5,BD,93.3,50,191
5605 BD 93.3 55,195605,1956,5,BD,93.3,55,236
5605 BD 93.3 60,195605,1956,5,BD,93.3,60,139
5605 BD 93.3 70,195605,1956,5,BD,93.3,70,196
5605 BD 93.3 75,195605,1956,5,BD,93.3,75,250
5605 BD 93.3 80,195605,1956,5,BD,93.3,80,368
5605 BD 93.3 85,195605,1956,5,BD,93.3,85,186
5605 BD 93.3 90,195605,1956,5,BD,93.3,90,243
5605 BD 93.3 95,195605,1956,5,BD,93.3,95,342
5605 SB 76.7 50,195605,1956,5,SB,76.7,50,71
5605 SB 76.7 55,195605,1956,5,SB,76.7,55,87
5605 SB 76.7 60,195605,1956,5,SB,76.7,60,2101
5605 SB 76.7 70,195605,1956,5,SB,76.7,70,418
5605 SB 76.7 80,195605,1956,5,SB,76.7,80,737
5703 OR 80 51,195703,1957,3,OR,80,51,147
5703 OR 80 55,195703,1957,3,OR,80,55,638
5703 OR 80 60,195703,1957,3,OR,80,60,1921
5703 OR 80 70,195703,1957,3,OR,80,70,731
5703 OR 80 80,195703,1957,3,OR,80,80,469
5703 OR 80 90,195703,1957,3,OR,80,90,649
5703 OR 81.8 47,195703,1957,3,OR,81.8,47,100
5703 OR 83.3 40,195703,1957,3,OR,83.3,40,120
5703 OR 83.3 43,195703,1957,3,OR,83.3,43,184
5703 OR 83.3 48,195703,1957,3,OR,83.3,48,109
5703 OR 83.3 52,195703,1957,3,OR,83.3,52,223
5703 OR 83.3 60,195703,1957,3,OR,83.3,60,695
5703 OR 83.3 70,195703,1957,3,OR,83.3,70,1910
5703 OR 86.7 36,195703,1957,3,OR,86.7,36,127
5703 OR 86.7 40,195703,1957,3,OR,86.7,40,202
5703 OR 86.7 45,195703,1957,3,OR,86.7,45,121
5703 OR 86.7 50,195703,1957,3,OR,86.7,50,220
5703 OR 86.7 60,195703,1957,3,OR,86.7,60,5615
5703 OR 86.7 70,195703,1957,3,OR,86.7,70,341
5703 OR 90 28,195703,1957,3,OR,90,28,218
5703 OR 90 30,195703,1957,3,OR,90,30,97
5703 OR 90 37,195703,1957,3,OR,90,37,147
5703 OR 90 45,195703,1957,3,OR,90,45,184
5703 OR 90 55,195703,1957,3,OR,90,55,1782
5703 OR 90 60,195703,1957,3,OR,90,60,287
5703 OR 90 70,195703,1957,3,OR,90,70,93
5703 OR 90 80,195703,1957,3,OR,90,80,115
5703 OR 90 90,195703,1957,3,OR,90,90,257
5703 OR 93.3 27,195703,1957,3,OR,93.3,27,77
5703 OR 93.3 30,195703,1957,3,OR,93.3,30,80
5703 OR 93.3 40,195703,1957,3,OR,93.3,40,189
5703 OR 93.3 50,195703,1957,3,OR,93.3,50,138
5703 OR 93.3 60,195703,1957,3,OR,93.3,60,170
5703 OR 93.3 70,195703,1957,3,OR,93.3,70,532
5704 HO 80 51,195704,1957,4,HO,80,51,834
5704 HO 80 55,195704,1957,4,HO,80,55,356
5704 HO 80 60,195704,1957,4,HO,80,60,1585
5704 HO 80 70,195704,1957,4,HO,80,70,3863
5704 HO 80 80,195704,1957,4,HO,80,80,441
5704 HO 80 90,195704,1957,4,HO,80,90,545
5704 HO 81.8 47,195704,1957,4,HO,81.8,47,176
5704 HO 83.3 40,195704,1957,4,HO,83.3,40,241
5704 HO 83.3 43,195704,1957,4,HO,83.3,43,981
5704 HO 83.3 51,195704,1957,4,HO,83.3,51,387
5704 HO 83.3 60,195704,1957,4,HO,83.3,60,223
5704 HO 83.3 70,195704,1957,4,HO,83.3,70,1094
5704 HO 83.3 80,195704,1957,4,HO,83.3,80,341
5704 HO 83.3 90,195704,1957,4,HO,83.3,90,223
5704 HO 86 46,195704,1957,4,HO,86,46,412
5704 HO 86.7 36,195704,1957,4,HO,86.7,36,167
5704 HO 86.7 40,195704,1957,4,HO,86.7,40,343
5704 HO 86.7 50,195704,1957,4,HO,86.7,50,3846
5704 HO 86.7 60,195704,1957,4,HO,86.7,60,1270
5704 HO 86.7 70,195704,1957,4,HO,86.7,70,2251
5704 HO 86.7 80,195704,1957,4,HO,86.7,80,810
5704 HO 86.7 90,195704,1957,4,HO,86.7,90,1669
5704 HO 90 28,195704,1957,4,HO,90,28,194
5704 HO 90 30,195704,1957,4,HO,90,30,101
5704 HO 90 37,195704,1957,4,HO,90,37,92
5704 HO 90 45,195704,1957,4,HO,90,45,300
5704 HO 90 55,195704,1957,4,HO,90,55,362
5704 HO 90 60,195704,1957,4,HO,90,60,173
5704 HO 90 70,195704,1957,4,HO,90,70,357
5704 HO 90 80,195704,1957,4,HO,90,80,375
5704 HO 90 90,195704,1957,4,HO,90,90,1255
5704 HO 93.3 27,195704,1957,4,HO,93.3,27,213
5704 HO 93.3 30,195704,1957,4,HO,93.3,30,137
5704 HO 93.3 35,195704,1957,4,HO,93.3,35,225
5704 HO 93.3 40,195704,1957,4,HO,93.3,40,264
5704 HO 93.3 45,195704,1957,4,HO,93.3,45,517
5704 HO 93.3 50,195704,1957,4,HO,93.3,50,512
5704 HO 93.3 55,195704,1957,4,HO,93.3,55,179
5704 HO 93.3 60,195704,1957,4,HO,93.3,60,495
5704 HO 93.3 70,195704,1957,4,HO,93.3,70,585
5704 HO 93.3 90,195704,1957,4,HO,93.3,90,510
5705 BD 76.7 50,195705,1957,5,BD,76.7,50,319
5705 BD 76.7 55,195705,1957,5,BD,76.7,55,306
5705 BD 76.7 60,195705,1957,5,BD,76.7,60,573
5705 BD 76.7 70,195705,1957,5,BD,76.7,70,447
5705 BD 76.7 80,195705,1957,5,BD,76.7,80,85
5705 BD 80 70,195705,1957,5,BD,80,70,526
5705 BD 80 80,195705,1957,5,BD,80,80,95
5705 BD 80 90,195705,1957,5,BD,80,90,70
5705 BD 83.3 70,195705,1957,5,BD,83.3,70,44
5705 BD 83.3 80,195705,1957,5,BD,83.3,80,111
5705 BD 83.3 90,195705,1957,5,BD,83.3,90,47
5705 BD 86.7 65,195705,1957,5,BD,86.7,65,175
5705 BD 86.7 70,195705,1957,5,BD,86.7,70,65
5705 BD 86.7 75,195705,1957,5,BD,86.7,75,155
5705 BD 86.7 80,195705,1957,5,BD,86.7,80,111
5705 BD 86.7 85,195705,1957,5,BD,86.7,85,135
5705 BD 86.7 90,195705,1957,5,BD,86.7,90,112
5705 HO 80 51,195705,1957,5,HO,80,51,194
5705 HO 80 55,195705,1957,5,HO,80,55,206
5705 HO 80 60,195705,1957,5,HO,80,60,445
5705 HO 81.8 47,195705,1957,5,HO,81.8,47,350
5705 HO 83.3 40,195705,1957,5,HO,83.3,40,379
5705 HO 83.3 43,195705,1957,5,HO,83.3,43,307
5705 HO 83.3 51,195705,1957,5,HO,83.3,51,237
5705 HO 83.3 55,195705,1957,5,HO,83.3,55,422
5705 HO 83.3 60,195705,1957,5,HO,83.3,60,185
5705 HO 86.7 36,195705,1957,5,HO,86.7,36,222
5705 HO 86.7 40,195705,1957,5,HO,86.7,40,259
5705 HO 86.7 45,195705,1957,5,HO,86.7,45,547
5705 HO 86.7 50,195705,1957,5,HO,86.7,50,502
5705 HO 86.7 55,195705,1957,5,HO,86.7,55,176
5705 HO 86.7 60,195705,1957,5,HO,86.7,60,566
5705 HO 90 28,195705,1957,5,HO,90,28,136
5705 HO 90 30,195705,1957,5,HO,90,30,286
5705 HO 90 37,195705,1957,5,HO,90,37,131
5705 HO 90 45,195705,1957,5,HO,90,45,279
5705 HO 90 50,195705,1957,5,HO,90,50,120
5705 HO 90 55,195705,1957,5,HO,90,55,485
5705 HO 90 60,195705,1957,5,HO,90,60,570
5705 HO 90 65,195705,1957,5,HO,90,65,199
5705 HO 90 70,195705,1957,5,HO,90,70,111
5705 HO 90 75,195705,1957,5,HO,90,75,179
5705 HO 90 80,195705,1957,5,HO,90,80,92
5705 HO 90 85,195705,1957,5,HO,90,85,52
5705 HO 90 90,195705,1957,5,HO,90,90,106
5705 HO 93.3 27,195705,1957,5,HO,93.3,27,357
5705 HO 93.3 30,195705,1957,5,HO,93.3,30,151
5705 HO 93.3 35,195705,1957,5,HO,93.3,35,108
5705 HO 93.3 40,195705,1957,5,HO,93.3,40,74
5705 HO 93.3 45,195705,1957,5,HO,93.3,45,120
5705 HO 93.3 50,195705,1957,5,HO,93.3,50,145
5705 HO 93.3 55,195705,1957,5,HO,93.3,55,217
5705 HO 93.3 60,195705,1957,5,HO,93.3,60,205
5705 HO 93.3 65,195705,1957,5,HO,93.3,65,200
5705 HO 93.3 70,195705,1957,5,HO,93.3,70,192
5705 HO 93.3 75,195705,1957,5,HO,93.3,75,47
5705 HO 93.3 80,195705,1957,5,HO,93.3,80,100
5705 HO 93.3 85,195705,1957,5,HO,93.3,85,76
5705 HO 93.3 90,195705,1957,5,HO,93.3,90,112
5803 BD 76.7 55,195803,1958,3,BD,76.7,55,43
5803 BD 76.7 60,195803,1958,3,BD,76.7,60,61
5803 BD 76.7 90,195803,1958,3,BD,76.7,90,135
5803 BD 80 51,195803,1958,3,BD,80,51,382
5803 BD 80 55,195803,1958,3,BD,80,55,89
5803 BD 80 60,195803,1958,3,BD,80,60,126
5803 BD 80 70,195803,1958,3,BD,80,70,102
5803 BD 80 80,195803,1958,3,BD,80,80,39
5803 BD 80 90,195803,1958,3,BD,80,90,60
